,user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
27496,97287,2015-07-30 04:56:07,2015-11-08 02:01:08,28,ZRWBQWRJRFGQH,SEO,Safari,M,42,3997907836.2100296
115765,27926,2015-01-24 22:45:09,2015-03-26 23:49:57,68,XYDQETYNNVPCJ,SEO,Chrome,F,44,949633419.5693119
110988,46923,2015-06-09 22:00:49,2015-10-02 12:46:27,17,GDGSHLZWNXQFS,SEO,Safari,F,34,1453465710.13376
112282,161044,2015-04-07 23:15:48,2015-07-25 17:07:24,44,CZQTXOHKEROPL,SEO,Safari,F,44,415672053.81585
106792,349381,2015-03-13 02:43:41,2015-04-25 18:33:43,26,LHXJLRLKJEMEX,Ads,Safari,F,31,345897451.31259304
16471,140839,2015-06-23 04:04:21,2015-09-19 17:33:52,68,TCHKSZCWSAHYO,Ads,Safari,M,21,873697097.6853138
13697,237663,2015-01-16 15:16:45,2015-05-02 19:40:04,29,JBKWYUCSFQHEP,Direct,Chrome,M,30,951239912.2509019
69433,384056,2015-04-30 09:32:11,2015-07-10 22:13:58,27,EOLKBHZPUIAWS,SEO,IE,M,26,3710327169.68634
103439,80624,2015-04-05 15:43:22,2015-05-27 13:09:20,33,WLYWSENUZKOMW,Direct,Chrome,M,23,3724938755.86315
52403,3446,2015-04-17 23:45:07,2015-06-25 09:26:00,20,KBRQKCFCHCQOF,Ads,FireFox,M,40,4280276865.0553102
84180,184032,2015-03-25 19:23:54,2015-05-01 03:06:06,54,LVKVNOBGUMCTG,SEO,FireFox,M,25,81375111.24732159
27114,369960,2015-02-06 12:11:36,2015-02-08 14:02:48,24,DCLTKYLGEZLPU,SEO,IE,M,26,2454019781.18464
140230,127912,2015-08-10 22:48:39,2015-10-02 18:48:27,56,OIFCKYLRNVHOP,SEO,IE,M,34,3839747796.1371
103518,271043,2015-07-27 08:59:00,2015-10-25 10:32:16,25,APSRPEJIOCCBV,SEO,FireFox,M,18,3716568461.2850795
29232,230759,2015-04-26 10:53:45,2015-06-25 19:48:32,62,KPWGYKSMQVUAL,SEO,Chrome,F,32,1618829366.80726
39937,357857,2015-02-15 08:09:15,2015-05-21 12:22:27,21,FJRXDKVHBYYQR,Direct,IE,F,44,3089971206.32079
89898,207595,2015-04-22 13:04:30,2015-06-01 20:25:18,81,MXGCXEBHGOQYM,Direct,Chrome,M,28,679500133.755762
4299,110524,2015-03-24 16:56:05,2015-06-14 15:52:39,40,VUZQHZBXVWNFB,Direct,Safari,M,20,3010066345.31918
126896,33695,2015-01-18 16:55:02,2015-04-22 00:23:01,10,FSQUWHFAZWBAR,SEO,FireFox,M,32,1944354792.7094893
110661,12382,2015-01-20 13:54:49,2015-02-27 17:59:18,9,SRPUKPEEWRWFJ,Direct,Safari,M,32,3877756241.24662
28365,313099,2015-06-07 08:32:57,2015-10-03 07:53:18,55,QBBSZDCYGBWRU,Ads,Safari,M,41,3317190002.64356
121899,42177,2015-02-17 05:12:15,2015-02-24 13:46:20,59,INWVINLPXKTEB,Ads,Opera,F,30,1497031684.8715699
65115,333414,2015-05-01 07:25:38,2015-07-19 21:35:51,33,TODYBUPMOTERF,Direct,IE,M,23,3256610940.70789
108472,242523,2015-02-19 14:01:28,2015-05-31 12:34:13,42,WOVPUSVEPAIMH,SEO,IE,F,25,1285279971.2455
74808,31954,2015-02-23 00:50:55,2015-03-20 22:32:59,24,ULZQEPBJUPKYB,Ads,Chrome,F,33,2856076295.85347
26066,198213,2015-02-25 10:23:38,2015-04-11 06:17:23,17,XCCCAKHBDAQAV,SEO,IE,M,36,35253058.3968456
35318,346110,2015-02-07 01:46:16,2015-03-20 00:08:22,16,WLWBZASPGSBUK,Direct,Chrome,F,34,3335873315.43338
140168,378790,2015-07-10 00:34:38,2015-07-15 09:08:28,25,GSIFCZIJTFCPY,SEO,IE,F,42,1233703254.76634
34590,164797,2015-03-08 16:28:08,2015-05-22 10:54:42,27,BUYODLEFMJSPI,Ads,FireFox,M,40,3939252720.9874
78124,182370,2015-02-26 16:09:38,2015-04-21 22:11:26,32,XFVMJPUPJDOXG,SEO,FireFox,M,35,1629060191.39182
128209,379164,2015-01-29 20:15:20,2015-02-14 03:15:59,14,ZAKTMKHMJSETI,SEO,Chrome,M,33,2719722147.62268
105124,271092,2015-07-19 18:29:49,2015-09-13 22:46:37,51,ZNMSSRWCNLZKT,SEO,Chrome,M,24,33159678.688232694
143001,367126,2015-04-22 20:20:43,2015-08-19 15:39:57,27,NEVLSFKCGOQQV,Ads,Safari,M,44,816131437.776651
1266,335928,2015-01-22 21:58:16,2015-04-30 03:55:54,21,MDJPZSXRLJMDF,SEO,FireFox,M,34,1594163049.00576
66798,192246,2015-02-17 21:47:29,2015-03-19 23:28:49,9,KXKLRATNIXYAA,Ads,FireFox,M,18,3914899835.1733203
150401,195322,2015-04-17 23:07:21,2015-05-14 07:36:37,29,ATDMYGSEQCOLS,Ads,Safari,F,55,728114973.383572
77156,227645,2015-08-18 02:04:47,2015-11-27 15:16:00,12,WORRDRSANIECC,Ads,IE,M,22,2136685722.0811105
30902,115328,2015-04-19 19:42:54,2015-08-14 16:18:04,24,IWKPYHBSAMVMF,Ads,FireFox,F,24,37950747.4660113
94991,246385,2015-05-06 01:25:38,2015-06-12 23:14:20,34,TCYKBEKNOYQYM,Ads,Chrome,M,31,3009431576.94777
28107,90248,2015-04-29 13:00:14,2015-07-28 11:21:46,40,BHEFINJFVCMVF,Ads,IE,F,26,1568454777.03969
97706,30967,2015-01-25 11:31:50,2015-05-25 08:49:54,28,TWGPZSBDOKOYK,Ads,FireFox,F,32,1058440233.79955
149183,357531,2015-02-10 13:11:24,2015-05-06 02:12:57,48,ELUBOQDYDXSJE,SEO,Chrome,F,26,2471913952.31501
31772,327869,2015-08-08 03:00:20,2015-08-23 08:49:54,17,UMSSNPPKPBKSQ,Direct,Chrome,F,38,77514826.953975
74049,118911,2015-05-08 22:21:51,2015-07-21 11:02:35,50,XFNKIQSZUWGDL,Ads,Opera,F,23,3425720259.36097
139356,223571,2015-02-19 00:57:04,2015-04-18 10:06:26,20,KMZITBZRLPTQV,SEO,IE,M,41,2812576650.73938
107095,237182,2015-03-02 17:14:40,2015-04-21 17:16:49,36,PEMVNTRRKZQXD,Ads,IE,F,34,3984482033.9243298
130073,394580,2015-04-29 14:26:14,2015-08-09 16:46:56,78,JZVADOOWEBJRH,Ads,Safari,M,30,1405672234.80904
62431,340359,2015-08-16 07:08:45,2015-08-20 21:22:17,30,JRWJRAHMFTQCZ,SEO,Chrome,F,37,578827240.432802
33237,131898,2015-05-24 08:07:51,2015-08-28 03:39:20,44,INXFQSSEOLPQL,SEO,FireFox,F,40,708225127.720244
48735,89715,2015-07-21 09:42:02,2015-07-29 01:38:00,32,EMBLFYXNADCOO,Ads,Chrome,M,31,704783538.850625
30498,335561,2015-02-18 15:26:23,2015-04-19 02:03:51,63,AMMPPSFVKMZST,SEO,Chrome,M,38,3793568757.43646
48391,227812,2015-07-16 04:14:27,2015-07-30 05:35:27,57,LLFQEYMMMGTLQ,SEO,FireFox,F,34,650423621.5911058
81642,294030,2015-02-15 18:10:11,2015-04-15 03:55:41,47,DNDZMGDXZOFKV,Direct,Chrome,F,33,2054249068.25068
129064,243569,2015-03-13 08:44:55,2015-04-13 09:15:04,72,RKRDYUPDNGADL,Ads,IE,F,24,3663139637.9477296
1783,91435,2015-07-25 22:33:20,2015-08-22 14:50:05,51,PCHTGZASJAKVT,Ads,Chrome,M,40,3704602163.46645
119521,165935,2015-03-03 07:13:57,2015-04-02 00:32:20,39,HXKGKOHLOYLQH,SEO,Chrome,M,34,3421772634.85371
104857,132391,2015-07-07 01:46:25,2015-09-22 17:51:32,12,EPXPVUIAXTIFT,Direct,IE,F,53,2506278651.49859
5834,212135,2015-06-15 10:04:10,2015-06-26 13:54:59,16,SBCISTFWLPSXV,Ads,Opera,M,29,3532699607.1379795
73666,175287,2015-06-24 03:20:02,2015-07-09 05:21:55,14,MKZMWKXXGXZWD,SEO,FireFox,F,26,2692768405.77722
145467,321099,2015-07-23 16:33:11,2015-10-02 20:39:52,61,DVWLVTZYXEHZW,Ads,Safari,F,18,855795132.0062599
27512,284984,2015-04-13 10:33:41,2015-05-26 02:10:22,71,IOMNXYRJYUNYH,Direct,IE,F,30,3365175350.50212
88774,61768,2015-05-13 23:46:18,2015-07-04 07:26:07,73,YUKGNFFJLWDOS,SEO,IE,F,37,2056066966.21846
58440,298217,2015-04-05 04:10:15,2015-04-19 12:18:10,45,AWHHHQJKDLSOA,SEO,Chrome,F,27,199443003.819302
148251,185636,2015-07-08 19:56:03,2015-07-20 12:10:24,17,JUNTTZLMTALYV,SEO,Chrome,M,34,415421669.594833
127326,216465,2015-02-19 05:02:01,2015-05-31 01:32:39,24,ACLANEIMFXHMV,SEO,Chrome,F,34,4038252447.0045204
60204,201081,2015-08-01 11:05:08,2015-08-29 18:48:47,39,GBKVGDOKTKTKZ,Direct,IE,F,32,507855837.19427687
144477,32363,2015-08-03 12:53:31,2015-10-18 13:49:36,48,YNSQAONYQDGIF,Direct,Chrome,F,39,2044058367.04614
133286,324518,2015-03-23 22:14:22,2015-04-27 11:58:05,25,VJKHZLXCMFIRR,Direct,Safari,F,38,464040353.58798
29553,281643,2015-02-18 10:11:52,2015-04-28 18:14:04,28,ZYHHPHYAWNWYJ,Ads,Chrome,M,45,2313830074.50637
79796,316249,2015-01-20 19:09:46,2015-04-27 22:22:38,46,PIVKTWHBLWMYN,Ads,Chrome,F,25,4131785699.55451
63101,187239,2015-07-02 13:33:26,2015-10-01 07:48:33,21,KOGUQCUXGPNLJ,Ads,IE,M,35,1487453408.30067
70025,250931,2015-02-07 02:24:44,2015-02-18 16:46:52,50,QLTDYZWMMGWLU,Ads,IE,F,37,3348542126.93717
79048,163188,2015-04-18 14:29:17,2015-07-29 17:30:29,29,NLYLZLPMBMRTJ,SEO,FireFox,M,29,3412658121.42999
35207,255748,2015-07-13 20:51:44,2015-09-10 15:51:45,52,QMMHMSVGIDHAJ,Ads,Chrome,M,18,2174552289.96634
108461,277527,2015-04-07 22:57:44,2015-04-28 04:57:22,46,LBTTRDVOQECIQ,Ads,IE,M,30,2973397798.52195
5048,386891,2015-03-08 17:06:23,2015-04-02 07:04:12,31,LKVXUQUGZMGZP,Ads,Chrome,F,43,1616257831.90831
27251,170991,2015-03-18 23:22:32,2015-03-26 15:45:25,38,ESMDNSPIBKLQP,Ads,IE,M,37,4137550402.4452796
93989,60123,2015-01-24 15:22:17,2015-05-11 07:37:35,11,NCJMSCBZCEMIM,Ads,Safari,F,35,2930125324.21069
104219,268349,2015-05-20 05:48:21,2015-07-15 02:24:33,38,SYUDIERMMJKAH,Direct,FireFox,F,45,3084125346.63839
67679,104344,2015-01-16 19:07:55,2015-04-16 07:50:55,53,BDWRNLXYSLEPG,Ads,IE,M,49,2642017011.87862
88146,311294,2015-04-04 02:06:10,2015-05-18 16:37:14,25,AMJYOAPXEFUAA,Direct,Chrome,F,26,1410249752.0608401
108386,65481,2015-04-20 02:17:05,2015-05-06 17:44:02,16,MSMYOCXOEZFAB,Ads,IE,M,37,1458638309.60071
7330,399258,2015-06-10 12:06:33,2015-09-05 06:51:35,64,FJJIKIBWSULMF,Ads,IE,F,25,2678762115.80901
52421,32948,2015-01-06 09:43:32,2015-02-07 12:31:48,39,PFANXUTYHYSBC,SEO,Safari,F,23,2883687294.17291
6936,250684,2015-05-09 03:23:07,2015-08-08 22:47:11,74,BVDJAQQMEHAON,Direct,Chrome,M,32,2399437751.15988
121767,206188,2015-07-27 03:28:56,2015-08-25 11:57:02,16,ZLVHYXANXGRRY,Direct,Chrome,M,37,1650685843.78526
98802,205163,2015-04-07 13:01:23,2015-06-24 23:56:55,11,VYMIHLGHXUFOU,Ads,IE,M,46,1106134027.55101
124000,90890,2015-01-17 17:40:46,2015-03-14 21:05:18,69,EJKDTEUCHZAUP,Ads,FireFox,M,33,383101161.33336
30257,336663,2015-06-29 06:34:33,2015-07-15 16:48:58,113,OXPZAMAIOWLOS,Ads,FireFox,M,42,1729454389.16604
2166,327063,2015-05-27 02:20:21,2015-08-11 15:52:19,44,KQMSNHWOHVCLX,SEO,IE,F,27,3378457526.4429398
102169,97888,2015-03-13 07:06:15,2015-05-12 14:11:07,30,GRMCCXXWCEVRP,Ads,FireFox,M,32,3599650421.02615
94452,293186,2015-04-01 14:27:25,2015-05-23 01:51:53,44,SHOPJCIFTCZKK,SEO,Chrome,F,34,3142722246.4307
97194,112493,2015-08-11 11:21:22,2015-11-09 16:00:08,32,LOQXZAYYLNUWC,SEO,FireFox,F,27,1500344065.79288
66051,132964,2015-06-01 03:38:46,2015-09-17 21:47:17,23,HNSMFVMKWSJZU,Ads,IE,M,36,2280696763.61038
59242,24612,2015-07-01 15:45:58,2015-07-05 09:28:16,44,LVJRYQKGQGRLA,SEO,Chrome,F,31,2979560438.72708
90240,383352,2015-07-21 09:14:34,2015-09-12 15:12:48,31,UPZPXXEAQBWZF,Ads,Safari,F,32,7814941.33497442
12708,2295,2015-08-08 21:13:04,2015-08-09 16:36:17,25,QHHGTQXJUXMBW,Ads,Safari,F,32,2811273406.75764
95271,160261,2015-07-22 05:23:47,2015-08-28 01:03:41,75,DFNWDVIBLCHLK,Ads,IE,M,28,2260515962.4142103
80667,351750,2015-06-15 17:09:04,2015-09-22 19:03:21,81,DGZNQLUNGARWC,Ads,IE,M,45,4095188827.95069
54270,66163,2015-08-03 09:31:28,2015-08-18 21:22:29,29,VXXJLAKRXEJOU,Ads,IE,F,21,267770458.117762
87853,284019,2015-06-11 21:40:28,2015-07-30 07:18:06,13,EYWFANAKNGVYN,Ads,Safari,F,25,827073300.8843889
150700,268827,2015-04-29 12:59:05,2015-06-22 00:06:17,43,ZRETYJIFBAYAW,SEO,Safari,F,23,2815204386.1801
26105,126726,2015-01-22 07:45:29,2015-02-20 03:34:28,39,UYGYLZUWIOXVL,Direct,FireFox,M,28,3509382228.68818
44846,235004,2015-03-24 07:20:13,2015-06-06 22:43:47,10,CJRNWFMMPCOCV,SEO,Safari,M,37,271414074.564648
101203,272923,2015-04-14 07:57:23,2015-06-20 12:11:52,39,FKIKRGGRMJIVQ,Direct,IE,F,25,2717546823.22828
143717,18255,2015-08-16 06:49:59,2015-10-07 01:14:37,56,KTQMUPHCFHCOZ,SEO,IE,F,27,3733702681.1497297
101151,357462,2015-03-31 16:41:04,2015-05-02 06:10:11,62,GPJHUPWGGVJXK,SEO,Chrome,M,34,1303853849.2297099
13170,116442,2015-07-31 16:06:08,2015-08-06 01:21:02,39,KERGKIKRAMHVT,Ads,Chrome,M,21,2642795892.04173
125969,104420,2015-05-23 21:57:14,2015-07-12 15:56:19,27,KQNRCEGVVVUHC,Ads,Chrome,M,43,340967159.766617
62770,395642,2015-01-04 20:23:12,2015-01-04 20:23:13,33,HCJLSBWXPBYJU,SEO,FireFox,M,38,1321159780.92866
35418,327720,2015-04-10 00:15:38,2015-07-24 10:22:40,30,BAWSDLYRHMUND,Ads,Safari,M,41,4001646890.6356
133655,97643,2015-02-12 21:25:58,2015-06-11 10:48:24,9,VYTNUTIRTXRSU,Direct,Chrome,F,27,981463557.908312
53988,180434,2015-01-14 00:56:13,2015-03-08 16:34:32,16,XZGLCEUXZQRKO,Direct,Chrome,M,39,4115625561.1739798
42801,372883,2015-05-21 12:25:40,2015-08-01 05:49:12,26,WCSRIPTAFGEDK,Ads,Opera,M,33,3042136005.2896104
113521,114547,2015-05-31 21:11:15,2015-09-15 01:25:07,42,WWZEUZEOHCPFH,Ads,IE,M,48,2960833755.4246397
81476,75497,2015-08-03 03:14:08,2015-10-02 12:25:45,49,OXTSNGDEKYPOQ,Ads,Chrome,F,35,3417636167.379
105744,161834,2015-04-13 05:00:32,2015-07-01 17:28:52,25,AKWMHJRMWEOWZ,Direct,Chrome,M,34,1251238355.02617
17489,341838,2015-06-09 22:22:49,2015-09-22 23:52:49,30,UANNWJEHCAVUI,SEO,Opera,F,47,3990332655.77873
145232,153910,2015-05-25 17:04:27,2015-08-24 18:40:06,32,WLWZQJWJUETBW,Ads,Chrome,M,31,1193214290.37114
70966,118429,2015-04-25 17:02:58,2015-07-17 10:35:14,39,QIACHBXXZXFJV,Ads,Safari,M,21,214163899.180149
18748,73153,2015-08-16 10:25:31,2015-11-24 04:31:25,39,HJVERBDGACHJM,Ads,Chrome,M,20,610315267.366209
12052,124785,2015-05-08 18:42:32,2015-07-14 19:42:15,47,OGAGEABGRLAHL,Ads,Chrome,F,34,3615152101.945921
78948,304175,2015-07-11 14:53:44,2015-09-30 08:17:52,28,QHLQOHZUQWTSI,SEO,Chrome,M,25,1526454517.70631
140938,357738,2015-04-10 05:32:25,2015-08-06 21:22:31,28,LEMCUTGPWQAZO,Ads,IE,F,28,2249620220.62361
100369,101715,2015-05-27 03:28:47,2015-07-17 11:04:12,9,TBZTHFAZVVQBF,Direct,Chrome,F,29,3878248105.24465
18399,261161,2015-07-24 02:03:46,2015-11-19 07:30:27,25,XVUCAKQKMTWUQ,Direct,Chrome,M,32,1758485473.48199
68216,137960,2015-04-21 21:10:43,2015-06-17 00:54:04,16,NNUPEZRNOMKGH,Ads,Safari,M,30,401908911.317111
55609,292559,2015-03-26 12:48:04,2015-05-27 05:54:32,35,GUEGKMCNGIPSW,Direct,Chrome,M,32,1562735075.07692
102968,175759,2015-01-17 11:55:20,2015-03-21 05:39:24,52,BAQULHGRVPLBF,Ads,IE,M,34,2744539725.35839
111775,93134,2015-05-27 14:12:30,2015-09-19 03:26:33,52,NTQRPEGZWBZGH,Ads,Opera,M,22,16041110.6063752
38689,316935,2015-01-18 01:10:42,2015-03-22 20:15:57,35,TPPYUAOAVWWTJ,Ads,Opera,M,42,772292343.4540911
23914,60530,2015-04-07 12:26:58,2015-08-02 11:00:58,72,YHDCIJDKIXYYD,Direct,Safari,M,21,378585679.086879
83990,170152,2015-01-08 09:57:02,2015-01-08 09:57:03,32,NLHIFYKLVREAI,SEO,FireFox,F,27,1800089082.1768801
92537,114558,2015-05-29 07:24:46,2015-08-05 14:42:29,45,TNUDFQJRKFFBE,SEO,Chrome,M,26,2201966263.77002
116088,189305,2015-07-12 12:46:29,2015-09-30 05:07:38,34,UZKVSQMUCBDWE,Direct,Safari,F,27,944515673.366541
15010,185024,2015-04-24 19:39:14,2015-06-27 23:54:51,66,EPVGIWQKBMFKR,Ads,Chrome,F,35,348537198.72947
80012,327109,2015-03-09 16:56:06,2015-06-08 05:12:30,42,CJPTELTVVBNYQ,SEO,Chrome,M,24,93149787.20050842
70654,221801,2015-01-02 18:11:20,2015-03-08 14:47:19,46,KRWQZDWOJXOYL,SEO,Opera,M,27,908338717.443963
224,255997,2015-01-01 08:01:19,2015-01-20 21:57:49,29,STFMPOFTBTOKU,Ads,IE,F,28,34543057.2825144
60929,277008,2015-02-13 01:12:30,2015-05-05 03:12:15,52,IKXMVECSCWWOU,SEO,Chrome,M,33,255029572.177959
41476,74180,2015-03-19 17:44:35,2015-07-13 04:56:43,37,NNXQMARBVYLKW,SEO,IE,M,31,1986632509.3866696
47100,247653,2015-08-07 03:51:25,2015-11-26 10:40:02,11,EMPJOHDYFYQHS,Direct,FireFox,F,42,3652447278.9183693
85726,368565,2015-05-21 23:14:24,2015-06-29 17:06:52,33,EXGEKCJCREWCW,Ads,Chrome,F,27,1963540569.80207
10431,59672,2015-04-10 07:27:02,2015-06-23 00:49:55,39,HBRJEEJHTRTBA,SEO,Chrome,F,21,3090842762.14254
66405,209925,2015-03-08 22:35:36,2015-05-10 04:57:55,20,UXHWTUSDLAGBU,SEO,IE,F,42,2081381071.42435
15447,197327,2015-05-23 23:02:49,2015-09-19 09:49:35,9,XXGMFVWTWUBSI,SEO,Chrome,F,41,1115002783.94134
66259,270361,2015-04-25 04:00:35,2015-06-16 06:56:37,16,OEDLINXEPKAEL,SEO,Safari,M,31,2672561613.421561
54,339348,2015-07-10 08:29:46,2015-10-13 12:34:12,35,RFKAOQAIQDQSL,Ads,Safari,M,38,775036641.47033
149672,256660,2015-05-18 04:26:56,2015-06-13 19:49:40,42,QVICAXZBUNWMS,SEO,IE,M,35,2182478415.21325
60946,358039,2015-06-14 07:30:49,2015-07-07 16:06:03,14,MUYXMDHKNMIBX,Direct,Safari,M,41,3611661186.3454094
111353,44064,2015-05-22 12:14:45,2015-09-07 03:09:20,33,GIUFDPFFOWXGB,SEO,FireFox,F,28,1375295693.40146
64250,301460,2015-04-22 17:15:08,2015-06-01 18:32:21,20,NLDIEGBXNILXG,SEO,IE,M,33,750438097.129779
122286,166235,2015-06-10 17:59:51,2015-08-10 15:32:10,35,ACGJICBJJZXQR,Direct,Chrome,M,47,3715165229.099001
23217,158955,2015-01-06 18:44:59,2015-01-06 18:45:00,41,LLORICSMLDKLB,SEO,FireFox,F,34,4253075081.59853
121704,127099,2015-07-19 02:08:56,2015-08-02 14:54:48,12,DLIFTVVPMCYMM,Ads,FireFox,M,25,3175677589.57444
81249,18254,2015-05-17 03:21:36,2015-06-27 20:56:21,50,LZDPQGLQXOGRC,SEO,Chrome,F,25,2092653509.9156199
48113,395428,2015-08-04 13:17:00,2015-11-12 22:32:02,73,HZFEYCMDHVWYU,SEO,Safari,M,24,1633007648.79806
147886,196061,2015-02-19 03:27:02,2015-05-26 09:08:23,27,ZEPUFKXQRWCMA,SEO,Chrome,M,35,2710280058.9138303
94816,350452,2015-07-27 05:35:07,2015-11-04 19:39:49,28,YTHOJLSMNXAXF,SEO,IE,M,37,4035253996.96059
8530,6839,2015-05-12 23:40:29,2015-07-22 10:58:36,20,UCSTNPCZVQGOH,Ads,Chrome,M,30,1581155802.51949
37108,213932,2015-03-03 14:45:58,2015-05-17 04:01:12,49,VXLTMGJIIXUIK,SEO,IE,M,32,2140517950.68863
45032,68689,2015-04-03 12:40:57,2015-04-28 23:02:25,14,WPZASONQADPZM,Direct,Chrome,M,39,2346021939.04592
5136,177800,2015-05-03 16:33:27,2015-07-15 10:03:47,49,KZJOFULPZUKOW,Ads,Chrome,F,49,2617495449.31883
126984,395236,2015-07-12 04:17:55,2015-08-03 00:03:50,22,BBOSQAIPKCMDU,Ads,Chrome,M,22,1646574468.1192
62071,17150,2015-03-02 07:39:54,2015-04-06 12:41:08,33,HDQNSPIMUHOCP,SEO,Chrome,F,38,2343105876.3289
114955,100527,2015-02-02 06:10:19,2015-04-14 02:23:58,24,FLKCZLYLYXUDB,Direct,IE,F,43,1935238787.16357
10007,217007,2015-07-13 01:27:45,2015-11-01 00:03:46,43,ZRTYFNFUZZIUJ,SEO,Chrome,M,39,2476624009.66919
63868,56442,2015-04-03 21:24:49,2015-06-25 21:45:30,49,LCCPNKJOSYUDW,Ads,Chrome,F,32,2839737527.21163
92145,141146,2015-03-06 13:55:39,2015-04-21 23:21:00,41,DCCVOLVBBRXVR,Ads,Chrome,M,35,528974734.937679
111043,217947,2015-02-06 20:29:43,2015-05-20 01:18:16,16,TTZYBBFECNMFY,SEO,Safari,F,51,2249855737.2452803
143525,283581,2015-08-16 08:53:43,2015-11-15 23:18:35,72,QMWNFETCBYQLU,Direct,Safari,M,26,2314705345.0591803
110139,379442,2015-06-01 23:34:18,2015-08-05 11:36:06,22,SDEPWANDXXZIH,SEO,FireFox,F,34,3789609303.067
149092,383770,2015-06-28 17:51:48,2015-07-08 18:38:38,21,OFTATMDDKPCOD,SEO,Safari,M,25,2492533754.24159
112373,333149,2015-06-12 12:05:30,2015-09-02 12:25:57,18,ITXLJJELRDQFE,Direct,Safari,F,35,1973093367.4021
61509,322212,2015-01-03 01:24:17,2015-01-14 03:58:09,32,ITFSUHHRKWEXX,Ads,Chrome,F,57,1826809481.07968
39884,225096,2015-02-07 11:03:06,2015-02-15 02:23:59,29,OUAZAZFFVCDGF,Ads,IE,M,22,624824949.571661
117129,297824,2015-07-04 20:58:57,2015-07-12 00:52:32,24,NVMWYWXICOYCQ,Direct,Chrome,F,42,384616017.067286
113733,895,2015-04-13 05:44:03,2015-07-25 17:04:05,36,RPLIHMGTTJBOI,Ads,Chrome,M,26,3569202443.2957897
60310,61214,2015-03-24 16:41:40,2015-05-04 16:51:18,28,OMUNAHEEHXRPQ,Ads,Chrome,F,33,1821974490.9905105
15624,243485,2015-02-19 11:19:39,2015-06-04 23:17:41,72,OFMSDRMPSCBVZ,Ads,Chrome,M,33,2347780362.39751
60725,68197,2015-05-12 15:04:23,2015-05-24 13:30:04,11,PZZZVSIIENALD,Ads,IE,F,34,1238881194.95771
80586,134351,2015-02-12 02:35:29,2015-04-22 21:39:53,21,BYRXMRQXEHXLL,Ads,Chrome,M,27,3901951178.90215
141840,68548,2015-06-15 17:20:11,2015-07-13 23:17:11,46,GGVMICOHIKSGQ,Direct,Chrome,F,24,2514338159.48024
39077,168892,2015-04-24 06:04:34,2015-06-27 09:17:25,65,FSGBZJLNUNYOR,SEO,Chrome,F,44,3574225741.6997705
4546,44334,2015-01-27 00:37:10,2015-03-28 12:06:41,37,RTXYYVKAQVRLO,Ads,IE,M,27,214841965.651452
143771,32591,2015-01-12 20:05:18,2015-01-12 20:05:19,37,TXNASVAUDUCPT,SEO,Chrome,M,36,726267377.935854
57120,29745,2015-05-11 06:34:49,2015-07-05 02:45:12,38,JYWVYYHIUALSF,SEO,FireFox,M,41,286200482.316122
51698,270477,2015-07-21 22:09:51,2015-10-12 20:29:00,28,UDRMMRVYMPVFP,SEO,Safari,F,44,204912916.247176
79134,311550,2015-01-12 04:34:09,2015-04-07 05:35:27,32,IXWKUZSDIAKZX,SEO,IE,M,43,1086553642.5127099
40894,64554,2015-06-25 12:11:51,2015-08-10 22:32:50,31,SWXVMJOEXPZDP,SEO,Chrome,M,33,2568639464.37027
89026,367335,2015-01-28 21:46:11,2015-03-24 02:28:47,31,BSATGGFOORKDP,Direct,Safari,F,25,23717876.751719106
43967,396001,2015-03-10 10:35:16,2015-05-18 08:41:50,9,KSFPPONBSQEPX,Ads,FireFox,M,43,775708862.433931
23881,225878,2015-07-30 07:04:41,2015-08-10 08:09:37,10,WJDLJVHQYFVZH,Ads,FireFox,F,28,1527761137.57172
117474,4800,2015-04-04 00:13:14,2015-06-24 12:00:53,22,HZBREQPJEDVTF,Ads,Chrome,F,29,1366875121.7505
93755,314818,2015-06-23 06:57:44,2015-06-28 12:29:41,40,WYNEQGHVQFPTD,Ads,Safari,F,37,3606777994.8278704
24636,112849,2015-08-16 21:26:26,2015-10-30 14:52:48,54,YHBFZTTOUFDLN,Ads,Safari,M,23,2093885808.11343
91469,374649,2015-01-08 17:08:46,2015-01-08 17:08:47,24,FHNLMUKPGJGPZ,Ads,Chrome,F,18,129698190.050635
71823,395668,2015-01-08 14:01:54,2015-01-08 14:01:55,15,RRUSPJQFCVUQW,Ads,Chrome,F,28,2521027031.7448397
32397,291242,2015-05-22 02:38:31,2015-09-13 23:24:28,13,IMRLWJUVPIZJI,Direct,Chrome,M,49,1588804085.60286
2989,39402,2015-04-22 03:30:31,2015-06-22 23:09:29,20,WRMXDTYVCUQWT,Ads,Opera,M,19,1801829028.82455
1724,143627,2015-07-23 14:11:16,2015-08-16 18:20:37,11,BLPRCMRDHFQDZ,Ads,Chrome,M,27,906970401.861991
136116,181156,2015-06-01 06:45:38,2015-08-17 03:42:01,32,FABJYPJXLAGAN,Ads,FireFox,M,29,290070780.452622
68969,81195,2015-05-16 15:31:50,2015-07-10 11:06:42,62,KEXEDAIYMCVVJ,Ads,IE,F,30,3045464245.31057
13398,182742,2015-06-16 05:05:14,2015-10-10 15:47:39,45,GBAZSRLRREQJP,Ads,IE,F,36,1750501943.83043
8590,7996,2015-01-16 11:35:55,2015-05-06 19:11:40,37,ICMTSUGINLYDO,Direct,Chrome,M,31,2842910719.0742197
